2025-07-04 12:48:49.758010: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-07-04 12:48:49.772499: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
E0000 00:00:1751604529.788765   19778 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
E0000 00:00:1751604529.793581   19778 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
W0000 00:00:1751604529.806883   19778 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1751604529.806908   19778 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1751604529.806912   19778 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1751604529.806915   19778 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
2025-07-04 12:48:49.810705: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
[I 2025-07-04 12:48:51,984] A new study created in RDB with name: GCPNet_4090_hyperopt
/root/autodl-tmp/GCPNET_optuna/main.py:578: ExperimentalWarning: TensorBoardCallback is experimental (supported from v2.0.0). The interface can change in the future.
  callbacks=[TensorBoardCallback(tensorboard_dir, metric_name='val_mae')] # <--- 把它移动到这里
Starting Optuna hyperparameter optimization...
🚀 Using 4090-optimized hyperparameter search space
Running 50 trials...
Results will be saved to: ./output_4090/20250704_124851/GCPNet_4090_hyperopt.db
TensorBoard logs: ./output_4090/20250704_124851/tensorboard_logs
To view real-time progress: tensorboard --logdir ./output_4090/20250704_124851/tensorboard_logs
============================================================

🔍 Trial #0 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.00GB
   已缓存: 0.00GB
   可用: 25.28GB
   清理后-已分配: 0.00GB
   清理后-已缓存: 0.00GB
   清理后-可用: 25.28GB

============================================================
🚀 Starting Trial #0 (Memory Safe)
  Parameters:
    - lr: 0.0013203077479228501
    - dropout_rate: 0.1597442635705565
    - weight_decay: 4.08275503287407e-05
    - firstUpdateLayers: 4
    - secondUpdateLayers: 3
    - hidden_features: 160
    - batch_size: 64
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█epoch     train_loss  train_mae  train_mape  lr        val_loss  val_mae   val_mape  best_val_mae  time    
33.0      0.0902      0.0902     1.26e+02    0.00132   0.12      0.12      2.04e+02  0.112         25.2      
34.0      0.0905      0.0905     92.2        0.00132   0.125     0.125     2.67e+02  0.112         25.5      
35.0      0.0865      0.0866     93.1        0.00132   0.13      0.13      1.78e+02  0.112         25.2      
36.0      0.0884      0.0884     1.1e+02     0.00132   0.113     0.112     2.46e+02  0.112         25.1      
37.0      0.0838      0.0838     99.5        0.00132   0.11      0.11      2.45e+02  0.11          25.1      
38.0      0.0862      0.0863     73.1        0.00132   0.108     0.108     2.35e+02  0.108         26.2      
39.0      0.0824      0.0824     87.3        0.00132   0.111     0.111     2.16e+02  0.108         25.7      
40.0      0.0848      0.0848     86.5        0.00132   0.11      0.11      1.59e+02  0.108         25.6      
41.0      0.0812      0.0812     64.4        0.00132   0.109     0.11      1.28e+02  0.108         25.7      
42.0      0.0794      0.0794     1.05e+02    0.00132   0.113     0.113     2.88e+02  0.108         25.6      
43.0      0.0784      0.0784     93.1        0.00132   0.121     0.121     2.3e+02   0.108         25.6      
44.0      0.0783      0.0782     98.4        0.00132   0.103     0.103     2.28e+02  0.103         26.1      
45.0      0.0821      0.0821     94.0        0.00132   0.104     0.105     2.61e+02  0.103         25.8      
46.0      0.0762      0.0762     84.3        0.00132   0.102     0.102     2.62e+02  0.102         25.9      
47.0      0.0763      0.0763     75.1        0.00132   0.111     0.111     2.27e+02  0.102         25.6      
48.0      0.0752      0.0751     90.4        0.00132   0.107     0.107     2.56e+02  0.102         25.7      
49.0      0.0727      0.0727     65.3        0.00132   0.108     0.108     2.65e+02  0.102         25.6      
50.0      0.0736      0.0735     83.2        0.00132   0.107     0.107     3e+02     0.102         25.7      
51.0      0.0717      0.0718     90.3        0.00132   0.105     0.105     1.96e+02  0.102         25.6      
52.0      0.0698      0.0698     68.6        0.00132   0.103     0.104     1.93e+02  0.102         25.8      
53.0      0.0698      0.0696     81.8        0.00132   0.0996    0.0994    2.17e+02  0.0996        26.1      
54.0      0.0686      0.0685     74.2        0.00132   0.103     0.103     2.48e+02  0.0996        26.2      
55.0      0.0719      0.0719     82.8        0.00132   0.109     0.108     3.19e+02  0.0996        25.4      
56.0      0.0672      0.0671     80.5        0.00132   0.102     0.102     2.94e+02  0.0996        25.5      
57.0      0.0668      0.0668     94.9        0.00132   0.104     0.104     2.18e+02  0.0996        25.4      
58.0      0.067       0.067      95.2        0.00132   0.113     0.113     2.42e+02  0.0996        25.5      
59.0      0.0681      0.0681     66.4        0.00132   0.101     0.101     2.96e+02  0.0996        25.7      
60.0      0.0676      0.0675     88.5        0.00132   0.105     0.104     2.92e+02  0.0996        26.0      
61.0      0.0647      0.0647     76.9        0.00132   0.0984    0.0986    2.78e+02  0.0984        25.9      
62.0      0.0656      0.0656     83.3        0.00132   0.104     0.103     3.38e+02  0.0984        25.6      
63.0      0.0661      0.0661     59.0        0.00132   0.112     0.111     3.44e+02  0.0984        25.6      
64.0      0.0641      0.0641     74.1        0.00132   0.0982    0.0984    3.11e+02  0.0982        26.1      
65.0      0.0628      0.0627     69.3        0.00132   0.105     0.105     2.7e+02   0.0982        25.9      
66.0      0.0618      0.0618     69.8        0.00132   0.1       0.101     2.28e+02  0.0982        25.9      
67.0      0.0616      0.0616     68.9        0.00132   0.0939    0.0937    2.82e+02  0.0939        26.1      
68.0      0.062       0.0619     75.4        0.00132   0.101     0.101     2.88e+02  0.0939        25.7      
69.0      0.0613      0.0614     65.8        0.00132   0.101     0.101     2.5e+02   0.0939        25.4      
70.0      0.0592      0.0591     89.2        0.00132   0.102     0.103     2.87e+02  0.0939        25.8      
71.0      0.0612      0.0612     73.6        0.00132   0.111     0.111     3.2e+02   0.0939        25.8      
72.0      0.0597      0.0593     59.7        0.00132   0.094     0.0942    2.96e+02  0.0939        26.1      
73.0      0.0581      0.0581     63.6        0.00132   0.0967    0.0967    2.61e+02  0.0939        25.6      
74.0      0.0584      0.0584     77.6        0.00132   0.097     0.0971    1.94e+02  0.0939        25.7      
75.0      0.0599      0.0599     58.8        0.00132   0.0955    0.0956    2.53e+02  0.0939        25.6      
76.0      0.0572      0.0573     54.2        0.00132   0.0956    0.0958    2.62e+02  0.0939        25.8      
77.0      0.0585      0.0585     64.8        0.00132   0.0979    0.0979    1.84e+02  0.0939        25.9      
78.0      0.057       0.057      87.2        0.00132   0.106     0.107     2.53e+02  0.0939        25.7      
79.0      0.0472      0.0472     52.5        0.00066   0.0911    0.0909    2.28e+02  0.0911        25.8      
80.0      0.0428      0.0428     49.6        0.00066   0.0891    0.0892    2.46e+02  0.0891        25.7      
81.0      0.0414      0.0414     53.9        0.00066   0.0906    0.0909    2.44e+02  0.0891        25.6      
82.0      0.0408      0.0408     44.6        0.00066   0.0878    0.0881    2.54e+02  0.0878        25.9      
83.0      0.0397      0.0397     49.1        0.00066   0.0884    0.0887    2.46e+02  0.0878        25.8      
84.0      0.04        0.0399     46.9        0.00066   0.0882    0.0884    3.07e+02  0.0878        25.7      
85.0      0.0395      0.0395     54.7        0.00066   0.0886    0.0889    2.94e+02  0.0878        25.6      
86.0      0.0389      0.0388     44.2        0.00066   0.091     0.091     2.54e+02  0.0878        25.6      
87.0      0.0388      0.0388     57.6        0.00066   0.0877    0.0882    2.63e+02  0.0877        25.4      
88.0      0.0379      0.0379     53.2        0.00066   0.0912    0.0914    2.99e+02  0.0877        25.7      
89.0      0.039       0.039      47.7        0.00066   0.0876    0.0875    2.57e+02  0.0876        25.7      
90.0      0.0376      0.0376     58.9        0.00066   0.0878    0.0882    2.66e+02  0.0876        26.0      
91.0      0.0371      0.0371     43.9        0.00066   0.0871    0.0872    2.48e+02  0.0871        27.0      
92.0      0.0383      0.0383     52.1        0.00066   0.0888    0.0887    2.54e+02  0.0871        25.6      
93.0      0.0368      0.0368     49.8        0.00066   0.0867    0.087     2.49e+02  0.0867        26.1      
94.0      0.0375      0.0375     52.9        0.00066   0.0897    0.0899    3.02e+02  0.0867        25.8      
95.0      0.0363      0.0363     47.1        0.00066   0.0864    0.0866    2.73e+02  0.0864        25.9      
96.0      0.0366      0.0366     53.7        0.00066   0.0883    0.0885    2.64e+02  0.0864        25.6      
97.0      0.0366      0.0366     52.7        0.00066   0.0872    0.0873    2.71e+02  0.0864        25.7      
98.0      0.0371      0.0371     42.8        0.00066   0.0887    0.0889    2.7e+02   0.0864        25.5      
99.0      0.0368      0.0368     46.8        0.00066   0.0866    0.0866    2.87e+02  0.0864        25.6      
[I 2025-07-04 13:31:33,876] Trial 0 finished with value: inf and parameters: {'lr': 0.0013203077479228501, 'dropout_rate': 0.1597442635705565, 'weight_decay': 4.08275503287407e-05, 'firstUpdateLayers': 4, 'secondUpdateLayers': 3, 'hidden_features': 160, 'batch_size': 64}. Best is trial 0 with value: inf.
I0000 00:00:1751607093.904965   19778 gpu_device.cc:2019] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 22042 MB memory:  -> device: 0, name: NVIDIA GeForce RTX 4090, pci bus id: 0000:d6:00.0, compute capability: 8.9
1e+02     0.0378      0.0378     48.5        0.00066   0.0869    0.0872    2.35e+02  0.0864        25.7      
    epoch  train_loss  train_mae  ...    val_mape  best_val_mae       time
0       1    0.427863   0.428282  ...  143.877350      0.297288  25.735105
1       2    0.257703   0.257754  ...  122.180153      0.266532  25.274372
2       3    0.218349   0.218225  ...  193.009140      0.211428  25.543674
3       4    0.194221   0.194242  ...   77.159981      0.178635  25.519716
4       5    0.187686   0.187768  ...  138.762756      0.178635  25.354090
..    ...         ...        ...  ...         ...           ...        ...
95     96    0.036610   0.036588  ...  264.228363      0.086386  25.630809
96     97    0.036592   0.036619  ...  270.903503      0.086386  25.666797
97     98    0.037116   0.037103  ...  270.092255      0.086386  25.544261
98     99    0.036783   0.036811  ...  287.001038      0.086386  25.640873
99    100    0.037824   0.037810  ...  234.734192      0.086386  25.739134

[100 rows x 10 columns]
❌ Trial 0 failed: Weights only load failed. This file can still be loaded, to do so you have two options, [1mdo those steps only if you trust the source of the checkpoint[0m. 
	(1) In PyTorch 2.6, we changed the default value of the `weights_only` argument in `torch.load` from `False` to `True`. Re-running `torch.load` with `weights_only` set to `False` will likely succeed, but it can result in arbitrary code execution. Do it only if you got the file from a trusted source.
	(2) Alternatively, to load with `weights_only=True` please check the recommended steps in the following error message.
	WeightsUnpickler error: Unsupported global: GLOBAL model.GCPNet was not an allowed global by default. Please use `torch.serialization.add_safe_globals([GCPNet])` or the `torch.serialization.safe_globals([GCPNet])` context manager to allowlist this global if you trust this class/function.

Check the documentation of torch.load to learn more about types accepted by default with weights_only https://pytorch.org/docs/stable/generated/torch.load.html.
🧹 Cleaned 19.08GB GPU memory
============================================================

🔍 Trial #1 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #1 (Memory Safe)
  Parameters:
    - lr: 0.0014630295494718081
    - dropout_rate: 0.05066414903929398
    - weight_decay: 1.2645051922125569e-05
    - firstUpdateLayers: 4
    - secondUpdateLayers: 3
    - hidden_features: 128
    - batch_size: 64
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:36,591] Trial 1 finished with value: inf and parameters: {'lr': 0.0014630295494718081, 'dropout_rate': 0.05066414903929398, 'weight_decay': 1.2645051922125569e-05, 'firstUpdateLayers': 4, 'secondUpdateLayers': 3, 'hidden_features': 128, 'batch_size': 64}. Best is trial 0 with value: inf.

💥 Trial #1 - GPU OOM
   配置：batch_size=64, hidden_features=128
🧹 Cleaned 0.27GB GPU memory
🧹 Cleaned 1.26GB GPU memory
============================================================

🔍 Trial #2 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #2 (Memory Safe)
  Parameters:
    - lr: 0.0017145127436012273
    - dropout_rate: 0.13143258847833525
    - weight_decay: 5.4892957553339255e-05
    - firstUpdateLayers: 5
    - secondUpdateLayers: 5
    - hidden_features: 160
    - batch_size: 64
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:38,435] Trial 2 finished with value: inf and parameters: {'lr': 0.0017145127436012273, 'dropout_rate': 0.13143258847833525, 'weight_decay': 5.4892957553339255e-05, 'firstUpdateLayers': 5, 'secondUpdateLayers': 5, 'hidden_features': 160, 'batch_size': 64}. Best is trial 0 with value: inf.

💥 Trial #2 - GPU OOM
   配置：batch_size=64, hidden_features=160
🧹 Cleaned 1.61GB GPU memory
============================================================

🔍 Trial #3 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #3 (Memory Safe)
  Parameters:
    - lr: 0.0007273985260343169
    - dropout_rate: 0.12293447474756401
    - weight_decay: 6.530263333113017e-05
    - firstUpdateLayers: 3
    - secondUpdateLayers: 5
    - hidden_features: 96
    - batch_size: 64
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:40,404] Trial 3 finished with value: inf and parameters: {'lr': 0.0007273985260343169, 'dropout_rate': 0.12293447474756401, 'weight_decay': 6.530263333113017e-05, 'firstUpdateLayers': 3, 'secondUpdateLayers': 5, 'hidden_features': 96, 'batch_size': 64}. Best is trial 0 with value: inf.

💥 Trial #3 - GPU OOM
   配置：batch_size=64, hidden_features=96
🧹 Cleaned 1.57GB GPU memory
============================================================

🔍 Trial #4 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #4 (Memory Safe)
  Parameters:
    - lr: 0.0006432896273598899
    - dropout_rate: 0.1649233286186833
    - weight_decay: 4.457938777079751e-05
    - firstUpdateLayers: 3
    - secondUpdateLayers: 5
    - hidden_features: 128
    - batch_size: 96
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:42,226] Trial 4 finished with value: inf and parameters: {'lr': 0.0006432896273598899, 'dropout_rate': 0.1649233286186833, 'weight_decay': 4.457938777079751e-05, 'firstUpdateLayers': 3, 'secondUpdateLayers': 5, 'hidden_features': 128, 'batch_size': 96}. Best is trial 0 with value: inf.

💥 Trial #4 - GPU OOM
   配置：batch_size=96, hidden_features=128
🧹 Cleaned 1.52GB GPU memory
============================================================

🔍 Trial #5 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #5 (Memory Safe)
  Parameters:
    - lr: 0.001391790671763129
    - dropout_rate: 0.1435415790117949
    - weight_decay: 6.404696288914479e-05
    - firstUpdateLayers: 3
    - secondUpdateLayers: 4
    - hidden_features: 96
    - batch_size: 48
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:44,034] Trial 5 finished with value: inf and parameters: {'lr': 0.001391790671763129, 'dropout_rate': 0.1435415790117949, 'weight_decay': 6.404696288914479e-05, 'firstUpdateLayers': 3, 'secondUpdateLayers': 4, 'hidden_features': 96, 'batch_size': 48}. Best is trial 0 with value: inf.

💥 Trial #5 - GPU OOM
   配置：batch_size=48, hidden_features=96
🧹 Cleaned 1.56GB GPU memory
============================================================

🔍 Trial #6 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #6 (Memory Safe)
  Parameters:
    - lr: 0.0019779207629301485
    - dropout_rate: 0.07759347504524798
    - weight_decay: 7.170690226720132e-05
    - firstUpdateLayers: 4
    - secondUpdateLayers: 3
    - hidden_features: 128
    - batch_size: 64
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:45,840] Trial 6 finished with value: inf and parameters: {'lr': 0.0019779207629301485, 'dropout_rate': 0.07759347504524798, 'weight_decay': 7.170690226720132e-05, 'firstUpdateLayers': 4, 'secondUpdateLayers': 3, 'hidden_features': 128, 'batch_size': 64}. Best is trial 0 with value: inf.

💥 Trial #6 - GPU OOM
   配置：batch_size=64, hidden_features=128
🧹 Cleaned 1.40GB GPU memory
============================================================

🔍 Trial #7 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #7 (Memory Safe)
  Parameters:
    - lr: 0.0014944894667812101
    - dropout_rate: 0.1329021073139904
    - weight_decay: 7.880155504429176e-05
    - firstUpdateLayers: 5
    - secondUpdateLayers: 3
    - hidden_features: 96
    - batch_size: 64
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:47,660] Trial 7 finished with value: inf and parameters: {'lr': 0.0014944894667812101, 'dropout_rate': 0.1329021073139904, 'weight_decay': 7.880155504429176e-05, 'firstUpdateLayers': 5, 'secondUpdateLayers': 3, 'hidden_features': 96, 'batch_size': 64}. Best is trial 0 with value: inf.

💥 Trial #7 - GPU OOM
   配置：batch_size=64, hidden_features=96
🧹 Cleaned 1.51GB GPU memory
============================================================

🔍 Trial #8 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #8 (Memory Safe)
  Parameters:
    - lr: 0.0009572567695414538
    - dropout_rate: 0.08046070081408158
    - weight_decay: 1.2053689698076226e-05
    - firstUpdateLayers: 3
    - secondUpdateLayers: 5
    - hidden_features: 160
    - batch_size: 96
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:49,574] Trial 8 finished with value: inf and parameters: {'lr': 0.0009572567695414538, 'dropout_rate': 0.08046070081408158, 'weight_decay': 1.2053689698076226e-05, 'firstUpdateLayers': 3, 'secondUpdateLayers': 5, 'hidden_features': 160, 'batch_size': 96}. Best is trial 0 with value: inf.

💥 Trial #8 - GPU OOM
   配置：batch_size=96, hidden_features=160
🧹 Cleaned 1.41GB GPU memory
============================================================

🔍 Trial #9 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #9 (Memory Safe)
  Parameters:
    - lr: 0.001515651575194061
    - dropout_rate: 0.13836072946283884
    - weight_decay: 2.4901895395496047e-05
    - firstUpdateLayers: 5
    - secondUpdateLayers: 4
    - hidden_features: 128
    - batch_size: 96
============================================================

train length: 12000 val length: 1500 test length: 1500 unused length: 0 seed : 666
[0;31m<<<<<< ⚡️ cuda is used >>>>>>[0m
█[I 2025-07-04 13:31:51,407] Trial 9 finished with value: inf and parameters: {'lr': 0.001515651575194061, 'dropout_rate': 0.13836072946283884, 'weight_decay': 2.4901895395496047e-05, 'firstUpdateLayers': 5, 'secondUpdateLayers': 4, 'hidden_features': 128, 'batch_size': 96}. Best is trial 0 with value: inf.

💥 Trial #9 - GPU OOM
   配置：batch_size=96, hidden_features=128
🧹 Cleaned 1.50GB GPU memory
============================================================

🔍 Trial #10 - 详细显存诊断:
   GPU总显存: 25.28GB
   已分配: 0.02GB
   已缓存: 0.06GB
   可用: 25.22GB
   清理后-已分配: 0.02GB
   清理后-已缓存: 0.06GB
   清理后-可用: 25.22GB

============================================================
🚀 Starting Trial #10 (Memory Safe)
  Parameters:
    - lr: 0.0010536047336000148
    - dropout_rate: 0.17982962866501429
